# Game Session ID 
0 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 3 / 5 / 2013    20:34:24 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Throw number 1 of 5
# Type of Balls 
 Ball 0 -> Good ball 
 Ball 1 -> Ok ball 
 Ball 2 -> Bad ball 
# Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	
X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	
 7.920003 -16.522480 8.891436 	 -2.119996 -16.522480 6.623779 	 8.000000 -16.522480 12.380137 	                    	                    	                    	
 7.900003 -16.749420 8.897136 	 -2.149996 -16.749420 6.618418 	 8.000000 -16.749420 12.402856 	                    	                    	                    	
 7.880003 -16.976357 8.902636 	 -2.179996 -16.976357 6.612855 	 8.000000 -16.976357 12.425373 	                    	                    	                    	
 7.860003 -17.203297 8.907935 	 -2.209996 -17.203297 6.607094 	 8.000000 -17.203297 12.447692 	                    	                    	                    	
 7.840003 -17.430237 8.913035 	 -2.239995 -17.430237 6.601132 	 8.000000 -17.430237 12.469810 	                    	                    	                    	
 7.820003 -17.657173 8.917934 	 -2.269995 -17.657173 6.594970 	 8.000000 -17.657173 12.491727 	                    	                    	                    	
 7.800003 -17.884113 8.922634 	 -2.299995 -17.884113 6.588607 	 8.000000 -17.884113 12.513445 	                    	                    	                    	
 7.780003 -18.111053 8.927135 	 -2.329995 -18.111053 6.582046 	 8.000000 -18.111053 12.534963 	                    	                    	                    	
 7.760003 -18.337990 8.931434 	 -2.359995 -18.337990 6.575284 	 8.000000 -18.337990 12.556280 	                    	                    	                    	
 7.740003 -18.564930 8.935534 	 -2.389995 -18.564930 6.568322 	 8.000000 -18.564930 12.577398 	                    	                    	                    	
 7.720003 -18.791870 8.939433 	 -2.419995 -18.791870 6.561160 	 8.000000 -18.791870 12.598316 	                    	                    	                    	
 7.700003 -19.018806 8.943133 	 -2.449995 -19.018806 6.553798 	 8.000000 -19.018806 12.619034 	                    	                    	                    	
 7.680003 -19.245747 8.946632 	 -2.479995 -19.245747 6.546235 	 8.000000 -19.245747 12.639551 	                    	                    	                    	
 7.660003 -19.472687 8.949932 	 -2.509995 -19.472687 6.538473 	 8.000000 -19.472687 12.659869 	                    	                    	                    	
 7.640003 -19.699623 8.953032 	 -2.539995 -19.699623 6.530511 	 8.000000 -19.699623 12.679987 	                    	                    	                    	
 7.620003 -19.926563 8.955932 	 -2.569995 -19.926563 6.522349 	 8.000000 -19.926563 12.699904 	                    	                    	                    	
 7.600003 -20.153503 8.958632 	 -2.599995 -20.153503 6.513988 	 8.000000 -20.153503 12.719623 	                    	                    	                    	
 7.580003 -20.380440 8.961131 	 -2.629995 -20.380440 6.505425 	 8.000000 -20.380440 12.739141 	                    	                    	                    	
 7.560003 -20.607380 8.963431 	 -2.659995 -20.607380 6.496663 	 8.000000 -20.607380 12.758458 	                    	                    	                    	
 7.540003 -20.834320 8.965531 	 -2.689995 -20.834320 6.487701 	 8.000000 -20.834320 12.777575 	                    	                    	                    	
 7.520003 -21.061256 8.967431 	 -2.719995 -21.061256 6.478539 	 8.000000 -21.061256 12.796494 	                    	                    	                    	
 7.500003 -21.288197 8.969131 	 -2.749995 -21.288197 6.469177 	 8.000000 -21.288197 12.815211 	                    	                    	                    	
 7.480003 -21.515137 8.970631 	 -2.779995 -21.515137 6.459616 	 8.000000 -21.515137 12.833730 	                    	                    	                    	
 7.460003 -21.742073 8.971930 	 -2.809995 -21.742073 6.449853 	 8.000000 -21.742073 12.852047 	                    	                    	                    	
 7.440003 -21.969013 8.973030 	 -2.839995 -21.969013 6.439891 	 8.000000 -21.969013 12.870165 	                    	                    	                    	
 7.420003 -22.195953 8.973929 	 -2.869995 -22.195953 6.429729 	 8.000000 -22.195953 12.888083 	                    	                    	                    	
 7.400003 -22.422890 8.974629 	 -2.899995 -22.422890 6.419367 	 8.000000 -22.422890 12.905800 	                    	                    	                    	
 7.380003 -22.649830 8.975129 	 -2.929995 -22.649830 6.408805 	 8.000000 -22.649830 12.923318 	                    	                    	                    	
 7.360003 -22.876770 8.975429 	 -2.959995 -22.876770 6.398044 	 8.000000 -22.876770 12.940636 	                    	                    	                    	
 7.340003 -23.103706 8.975529 	 -2.989995 -23.103706 6.387082 	 8.000000 -23.103706 12.957754 	                    	                    	                    	
 7.320004 -23.330647 8.975428 	 -3.019995 -23.330647 6.375919 	 8.000000 -23.330647 12.974671 	                    	                    	                    	
 7.300004 -23.557587 8.975128 	 -3.049995 -23.557587 6.364557 	 8.000000 -23.557587 12.991389 	                    	                    	                    	
 7.280004 -23.784523 8.974627 	 -3.079995 -23.784523 6.352995 	 8.000000 -23.784523 13.007907 	                    	                    	                    	
 7.260004 -24.011463 8.973927 	 -3.109995 -24.011463 6.341233 	 8.000000 -24.011463 13.024224 	                    	                    	                    	
 7.240004 -24.238403 8.973027 	 -3.139995 -24.238403 6.329271 	 8.000000 -24.238403 13.040342 	                    	                    	                    	
 7.220004 -24.465340 8.971927 	 -3.169995 -24.465340 6.317110 	 8.000000 -24.465340 13.056260 	                    	                    	                    	
 7.200004 -24.692280 8.970626 	 -3.199995 -24.692280 6.304747 	 8.000000 -24.692280 13.071979 	                    	                    	                    	
 7.180004 -24.919220 8.969126 	 -3.229995 -24.919220 6.292185 	 8.000000 -24.919220 13.087496 	                    	                    	                    	
 7.160004 -25.146156 8.967425 	 -3.259995 -25.146156 6.279423 	 8.000000 -25.146156 13.102814 	                    	                    	                    	
 7.140004 -25.373096 8.965526 	 -3.289994 -25.373096 6.266461 	 8.000000 -25.373096 13.117931 	                    	                    	                    	
 7.120004 -25.600037 8.963425 	 -3.319994 -25.600037 6.253299 	 8.000000 -25.600037 13.132849 	                    	                    	                    	
 7.100004 -25.826973 8.961124 	 -3.349994 -25.826973 6.239937 	 8.000000 -25.826973 13.147567 	                    	                    	                    	
 7.080004 -26.053913 8.958625 	 -3.379994 -26.053913 6.226375 	 8.000000 -26.053913 13.162085 	                    	                    	                    	
 7.060004 -26.280853 8.955924 	 -3.409994 -26.280853 6.212613 	 8.000000 -26.280853 13.176403 	                    	                    	                    	
 7.040004 -26.507790 8.953024 	 -3.439994 -26.507790 6.198651 	 8.000000 -26.507790 13.190520 	                    	                    	                    	
 7.020004 -26.734730 8.949924 	 -3.469994 -26.734730 6.184489 	 8.000000 -26.734730 13.204438 	                    	                    	                    	
 7.000004 -26.961670 8.946624 	 -3.499994 -26.961670 6.170127 	 8.000000 -26.961670 13.218156 	                    	                    	                    	
 6.980004 -27.188606 8.943123 	 -3.529994 -27.188606 6.155565 	 8.000000 -27.188606 13.231673 	                    	                    	                    	
 6.960004 -27.415546 8.939423 	 -3.559994 -27.415546 6.140803 	 8.000000 -27.415546 13.244991 	                    	                    	                    	
 6.940004 -27.642487 8.935523 	 -3.589994 -27.642487 6.125841 	 8.000000 -27.642487 13.258109 	                    	                    	                    	
 6.920004 -27.869423 8.931422 	 -3.619994 -27.869423 6.110679 	 8.000000 -27.869423 13.271028 	                    	                    	                    	
 6.900004 -28.096363 8.927122 	 -3.649994 -28.096363 6.095317 	 8.000000 -28.096363 13.283745 	                    	                    	                    	
 6.880004 -28.323303 8.922622 	 -3.679994 -28.323303 6.079755 	 8.000000 -28.323303 13.296263 	                    	                    	                    	
 6.860004 -28.550240 8.917922 	 -3.709994 -28.550240 6.063993 	 8.000000 -28.550240 13.308580 	                    	                    	                    	
 6.840004 -28.777180 8.913021 	 -3.739994 -28.777180 6.048031 	 8.000000 -28.777180 13.320698 	                    	                    	                    	
 6.820004 -29.004120 8.907921 	 -3.769994 -29.004120 6.031869 	 8.000000 -29.004120 13.332616 	                    	                    	                    	
 6.800004 -29.231056 8.902621 	 -3.799994 -29.231056 6.015507 	 8.000000 -29.231056 13.344334 	                    	                    	                    	
 6.780004 -29.457996 8.897120 	 -3.829994 -29.457996 5.998945 	 8.000000 -29.457996 13.355852 	                    	                    	                    	
 6.760004 -29.684937 8.891420 	 -3.859994 -29.684937 5.982183 	 8.000000 -29.684937 13.367169 	                    	                    	                    	
 6.740004 -29.911873 8.885520 	 -3.889994 -29.911873 5.965221 	 8.000000 -29.911873 13.378287 	                    	                    	                    	
 6.720004 -30.138813 8.879420 	 -3.919994 -30.138813 5.948059 	 8.000000 -30.138813 13.389205 	                    	                    	                    	
 6.700004 -30.365753 8.873119 	 -3.949994 -30.365753 5.930697 	 8.000000 -30.365753 13.399922 	                    	                    	                    	
 6.680004 -30.592690 8.866619 	 -3.979994 -30.592690 5.913135 	 8.000000 -30.592690 13.410440 	                    	                    	                    	
 6.660004 -30.819630 8.859920 	 -4.009994 -30.819630 5.895373 	 8.000000 -30.819630 13.420758 	                    	                    	                    	
 6.640004 -31.046570 8.853019 	 -4.039994 -31.046570 5.877411 	 8.000000 -31.046570 13.430876 	                    	                    	                    	
 6.620004 -31.273506 8.845919 	 -4.069993 -31.273506 5.859250 	 8.000000 -31.273506 13.440794 	                    	                    	                    	
 6.600004 -31.500446 8.838618 	 -4.099994 -31.500446 5.840887 	 8.000000 -31.500446 13.450512 	                    	                    	                    	
 6.580004 -31.727386 8.831119 	 -4.129993 -31.727386 5.822325 	 8.000000 -31.727386 13.460030 	                    	                    	                    	
 6.560004 -31.954323 8.823418 	 -4.159994 -31.954323 5.803563 	 8.000000 -31.954323 13.469347 	                    	                    	                    	
 6.540004 -32.181263 8.815517 	 -4.189993 -32.181263 5.784601 	 8.000000 -32.181263 13.478465 	                    	                    	                    	
 6.520004 -32.408203 8.807418 	 -4.219994 -32.408203 5.765440 	 8.000000 -32.408203 13.487383 	                    	                    	                    	
 6.500004 -32.635139 8.799117 	 -4.249993 -32.635139 5.746078 	 8.000000 -32.635139 13.496100 	                    	                    	                    	
 6.480004 -32.862080 8.790617 	 -4.279994 -32.862080 5.726515 	 8.000000 -32.862080 13.504619 	                    	                    	                    	
 6.460004 -33.089020 8.781917 	 -4.309993 -33.089020 5.706753 	 8.000000 -33.089020 13.512937 	                    	                    	                    	
 6.440004 -33.315956 8.773017 	 -4.339993 -33.315956 5.686791 	 8.000000 -33.315956 13.521054 	                    	                    	                    	
 6.420004 -33.542896 8.763916 	 -4.369993 -33.542896 5.666629 	 8.000000 -33.542896 13.528972 	                    	                    	                    	
 6.400004 -33.769836 8.754616 	 -4.399993 -33.769836 5.646267 	 8.000000 -33.769836 13.536690 	                    	                    	                    	
 6.380004 -33.996773 8.745116 	 -4.429993 -33.996773 5.625706 	 8.000000 -33.996773 13.544208 	                    	                    	                    	
 6.360004 -34.223709 8.735415 	 -4.459993 -34.223709 5.604943 	 8.000000 -34.223709 13.551525 	                    	                    	                    	
 6.340004 -34.450653 8.725515 	 -4.489993 -34.450653 5.583982 	 8.000000 -34.450653 13.558643 	                    	                    	                    	
 6.320004 -34.677589 8.715415 	 -4.519993 -34.677589 5.562819 	 8.000000 -34.677589 13.565561 	                    	                    	                    	
